200010867;CREMA NIVEA B.MILK Q-10 PLUS REAF.400 ML;1;0;0;24500.00;.00;.00;1;0;0
100004513;VOLTAREN EMULGEL TUBO 30 GR;1;0;0;24500.00;.00;.00;1;0;0
100009601;DECADRON GOTAS 5 ML;1;0;0;25500.00;.00;.00;1;0;0
200003009;YODORA CREMA 25 GR;1;0;0;5500.00;.00;.00;12;0;0
200003242;MEDIAS SAMSARA SURTIDA ;1;0;0;12500.00;.00;.00;13;0;0
100004662;EROXIM 50 MG 2 TABLETAS;1;0;0;19900.00;.00;.00;2;0;0
100003938;LUMBAL 48 TABLETAS;48;8;6;63707.00;8000.00;1400.00;4;4;0
100012775;EROXIM FAST INSTANTAB 50 MG 2 TABLETAS;1;0;0;19900.00;.00;.00;3;0;0
100009760;NOFERTYL AMPOLLA 1 ML C/JERINGA;1;0;0;15500.00;.00;.00;31;0;0
100010406;MINIPIL SUAVE 21 TABLETAS;1;0;0;6500.00;.00;.00;4;0;0
100010581;YAX 21 TABLETAS (M);1;0;0;25900.00;.00;.00;1;0;0
100008055;ENSOY VAINILLA 400 GR;1;0;0;39500.00;.00;.00;1;0;0
100009583;ENSOY NINOS FRESA 400 GR;1;0;0;33500.00;.00;.00;3;0;0
100010981;ENSOY DIABETICOS 400 GR;1;0;0;45500.00;.00;.00;1;0;0
100004183;NEUROBION 3 AMPOLLAS;3;0;1;39500.00;.00;13500.00;2;0;1
100004142;CONCOR 5 MG 30 TABLETAS;1;0;0;21700.00;.00;.00;1;0;0
100005474;AFRISAL SOLUCION SALINA 30 ML;1;0;0;28000.00;.00;.00;2;0;0
100005525;DIPROFOS 1 ML AMPOLLA;1;0;0;41500.00;.00;.00;1;0;0
200007176;ALGODON ZIG ZAG JGB 250 GR;1;0;0;10700.00;.00;.00;1;0;0
200007210;ALGODON POMOS 40 GR JGB;1;0;0;2300.00;.00;.00;2;0;0
200014316;CREMA FLUOCARDENT KIDS RATON PEREZ 75 CC;1;0;0;5700.00;.00;.00;1;0;0
100001761;LOSARTAN 50 MG 30 TABLETAS GF;1;0;0;12000.00;.00;.00;2;0;0
200015400;VEET CREMA 50 ML PIEL NORMAL;1;0;0;12500.00;.00;.00;2;0;0
200018128;VEET CREMA 50 ML PIEL SENSIBLE ;1;0;0;12000.00;.00;.00;2;0;0
200019720;VEET 3 BANDAS MI PRIMERA VEZ;1;0;0;14700.00;.00;.00;2;0;0
200003325;ESP.MICROPORE PIEL 48X5 (2X5) DISP.;1;0;0;15500.00;.00;.00;1;0;0
200014226;DEOPIES ANTIBACTERIAL SPRAY 180 ML;1;0;0;13900.00;.00;.00;4;0;0
200014228;DEO PIES MUJERES SPRAY 180 ML;1;0;0;13900.00;.00;.00;2;0;0
100000451;ACID MANTLE N 120 ML;1;0;0;17900.00;.00;.00;1;0;0
100000510;CARDIOASPIRINA 100 MG 30 TABLETAS (M);1;0;0;43500.00;.00;.00;5;0;0
100001410;ACIDO FOLICO 5 MG 20 TABLETAS EC;1;0;0;11500.00;.00;.00;4;0;0
100001421;COMPLEJO B 250 TABLETAS EC;250;25;10;29500.00;1100.00;200.00;1;1;0
100011770;SULFATO FERROSO 200 MG 250 GRAGEAS EC;250;25;10;27000.00;1200.00;1500.00;1;5;0
100001443;TIAMINA 1 GR 10 ML AMPOLLA EC;1;0;0;8900.00;.00;.00;3;0;0
100001422;COMPLEJO B 10 ML AMPOLLA EC;1;0;0;7500.00;.00;.00;6;0;0
200019272;POLVO SMART SURT SIN FILTRO ;1;0;0;9000.00;.00;.00;23;0;0
100001166;SULFAPLATA 1% CREMA 60 GR;1;0;0;29900.00;.00;.00;2;0;0
100013964;PRIVATOS JARABE P;1;0;0;28500.00;.00;.00;3;0;0
100005665;SMECTA 3 GR 10 SBS (M);10;0;1;66900.00;.00;6700.00;0;0;8
200006602;REMOVEDOR LANDER 55 ML SURTIDO ;1;0;0;6500.00;.00;.00;1;0;0
200006603;REMOVEDOR LANDER VITAMINA E 55 ML;1;0;0;6500.00;.00;.00;1;0;0
200006605;REMOVEDOR LANDER 75 ML SURTIDO;1;0;0;7500.00;.00;.00;1;0;0
200006599;REMOVEDOR LANDER 35 ML SURTIDO ;1;0;0;3500.00;.00;.00;4;0;0
200006601;REMOVEDOR LANDER PROTEINA 35 ML;1;0;0;4200.00;.00;.00;2;0;0
200006600;REMOVEDOR LANDER VITAMINA E 35 ML;1;0;0;3500.00;.00;.00;1;0;0
100005766;BENZIRIN ROSA DUCHA VAGINAL 140 ML;1;0;0;28500.00;.00;.00;1;0;0
100005755;ATORVASTATINA 20 MG 10 TABLETAS MK;1;0;0;21700.00;.00;.00;2;0;0
100007929;AMPICILINA 500 MG 100 CAPSULAS MK;100;10;10;54700.00;5500.00;3000.00;0;3;0
100009602;METOPROLOL 50 MG 30 TABLETAS MK;1;0;0;8400.00;.00;.00;5;0;0
100009603;METOPROLOL 100 MG 30 TABLETAS MK;1;0;0;9500.00;.00;.00;1;0;0
100011043;METRONIDAZOL LP  500 MG+NISTATINA 10 OVU.MK;1;0;0;28000.00;.00;.00;1;0;0
100010436;GINKGO BILOBA 40 MG 20 TABLETAS MK;1;0;0;9500.00;.00;.00;2;0;0
100007940;METRONIDAZOL 500 MG 10 OVULOS MK;1;0;0;9200.00;.00;.00;3;0;0
100007943;PROPANOLOL 80 MG 20 TABLETAS MK;1;0;0;12900.00;.00;.00;1;0;0
100005820;CREMA BLANKISIMA 60 GR;1;0;0;22500.00;.00;.00;1;0;0
200003032;TALCO YODORA 60 GR;1;0;0;5000.00;.00;.00;3;0;0
200018146;YODORA CREMA 32 GR;1;0;0;13500.00;.00;.00;4;0;0
100005815;CREMA # 4 110 GR;1;0;0;27500.00;.00;.00;3;0;0
100005812;CREMA # 4 20 GR;1;0;0;6600.00;.00;.00;16;0;0
100005992;UNGUENTO MENTOL #2 10 GR;1;0;0;7000.00;.00;.00;2;0;0
200002953;CREMA # 4 MEDICADA 60 GR;1;0;0;19900.00;.00;.00;3;0;0
100009266;CREMA # 4 MEDICADA 30 GR;1;0;0;12600.00;.00;.00;3;0;0
100007896;UROCUAD 300 MG 30 TABLETAS;1;0;0;27900.00;.00;.00;1;0;0
100007895;UROCUAD 100 MG 30 TABLETAS;1;0;0;15700.00;.00;.00;1;0;0
200011516;PARCHE TERMICO LEON;1;0;0;8500.00;.00;5900.00;6;0;0
200018974;CREMA DENTAL COLGATE TRIPLE 15 UN ACCION 22 GR;12;0;1;13700.00;.00;1200.00;0;0;7
200001894;PANUELOS FAMILIA PEQ.AUTO 50 UDS T/H;1;0;0;4500.00;.00;.00;2;0;0
200007372;CREMA JJ BABY 200 ML A.DORMIR;1;0;0;10800.00;.00;.00;1;0;0
200008300;ACEITE JJ BABY ORIGINAL 50 ML;1;0;0;4500.00;.00;.00;7;0;0
200003781;LISTERINE CONTROL CALCULO 180 ML;1;0;0;10000.00;.00;.00;5;0;0
200003821;LUBRIDERM 120 ML PIEL SENSIBLE;1;0;0;10000.00;.00;.00;3;0;0
200018868;LISTERINE CUIDADO TOTAL 180 ML;1;0;0;9900.00;.00;.00;2;0;0
200020416;CEP.ORAL-B COMPLETE MEDIO;1;0;0;7500.00;.00;.00;6;0;0
100011580;ENTEROGERMINA 5 ML 10 AMPOLLAS BEBIBLES;10;0;1;55000.00;.00;5900.00;2;0;9
200020270;DTE NIVEA SPRAY SILVER PROTECT 150 ML;1;0;0;13500.00;.00;.00;1;0;0
200016622;CREMA NIVEA BODY MILK ALMENDRAS 250 ML;1;0;0;12800.00;.00;.00;1;0;0
200016623;CREMA NIVEA B.MILK Q-10 PLUS REAF.250 ML;1;0;0;14900.00;.00;.00;1;0;0
200004719;CREMA NIVEA BODY MILK ALMENDRAS 125 ML;1;0;0;8700.00;.00;.00;1;0;0
200004725;CREMA NIVEA BODY MILK ALMENDRAS 400 ML;1;0;0;21500.00;.00;.00;1;0;0
200005893;NIXODERM UNGUENTO 20 GR;1;0;0;7500.00;.00;.00;2;0;0
200007165;DUCHA INTIMA DESECHABLE AZUL;1;0;0;11000.00;.00;.00;2;0;0
100008411;LAGRIFRESH 15 ML;1;0;0;24700.00;.00;.00;2;0;0
100009138;CALCITRIOL 0.25 MCG 30 CAPSULAS PC;1;0;0;39500.00;.00;.00;3;0;0
100013103;ORLISTAT 120 MG 30 CAPSULAS PC;1;0;0;79500.00;.00;.00;1;0;0
100012330;PEDIASURE POLVO FRESA 400 GR;1;0;0;35000.00;.00;.00;1;0;0
100000041;DAYAMINERAL E JARABE 240 ML;1;0;0;46500.00;.00;.00;1;0;0
100000134;PEDIASURE POLVO VAINILLA 400 GR (M);1;0;0;35500.00;.00;.00;2;0;0
100011684;WASSERTROL GOTAS OFTAL.5 ML;1;0;0;14000.00;.00;.00;8;0;0
100013069;WASSERTROL UNGUENTO OFTALMICO 5 GR;1;0;0;22900.00;.00;.00;2;0;0
100000556;ALGIFEN GOTAS 20 ML;1;0;0;17500.00;.00;.00;2;0;0
100000568;BIOCICAR CREMA 60 GR;1;0;0;20500.00;.00;.00;1;0;0
100010165;CLARAX TABLETAS MASTICABLES X 100 MEN.FR;100;25;4;69900.00;3000.00;1000.00;0;3;0
100002091;REPARIL GEL N 30 GR;1;0;0;44800.00;.00;.00;1;0;0
100004617;TERRAMICINA UNGUENTO OFTALMICO 10 GR;1;0;0;24700.00;.00;.00;3;0;0
100005437;MICROGYNON SUAVE 21 GRAGEAS;1;0;0;6000.00;.00;.00;2;0;0
100005438;MICROLUT 0.03 MG 35 GRAGEAS;1;0;0;33800.00;.00;.00;2;0;0
100000922;BUSCAPINA NF COMPOSITUM 100 TABLETAS;100;10;10;133500.00;14000.00;1450.00;0;7;6
100000945;ISODINE BUCOFARINGEO 120 ML;1;0;0;21000.00;.00;.00;2;0;0
200007520;VASELINA JJ 100 GR;1;0;0;16700.00;.00;.00;1;0;0
200007456;PROT. CAREFREE REGULAR 10 UDS;1;0;0;2200.00;.00;.00;4;0;0
200017897;ACEITE JJ BABY BED TIME 100 ML;1;0;0;9000.00;.00;.00;3;0;0
200019905;JABON JJ BABY 125 GR SURT;1;0;0;2400.00;.00;.00;16;0;0
100004708;DEPO PROVERA 150 MG 3 ML AMPOLLA (PMP);1;0;0;21600.00;.00;.00;8;0;0
200004795;PROT.LABIAL EUCERIN 4.8 GR;1;0;0;26500.00;.00;.00;2;0;0
200012664;CREMA NIVEA HAND MANOS ANT.Q10 PLUS 75ML;1;0;0;14500.00;.00;.00;1;0;0
200016625;PROT. NIVEA LIP CARE FRESA;1;0;0;11500.00;.00;.00;4;0;0
200004946;VENDA DE YESO GYPSONA 3X5;1;0;0;10700.00;.00;.00;7;0;0
200004949;VENDA DE YESO GYPSONA 6X5;1;0;0;9700.00;.00;.00;1;0;0
100002010;VENTILAN OSP AEROSOL 200 DOSIS;1;0;0;22700.00;.00;.00;1;0;0
100006039;HERMESETAS MINI SWEETENERS X 300 COMP.;1;0;0;11500.00;.00;.00;1;0;0
100004900;PEDIAVIT GOTAS;1;0;0;19000.00;.00;.00;2;0;0
100004933;RETIBLAN 100 MG 50 CAPSULAS;50;5;10;35200.00;7500.00;4000.00;12;4;0
100004934;RETIBLAN 50 MG 50 CAPSULAS;50;5;10;27500.00;5900.00;3000.00;1;0;0
100000241;LUZ ZUL GOTAS;1;0;0;10500.00;.00;.00;3;0;0
100001165;SULFAPLATA 1% CREMA 30 GR;1;0;0;20500.00;.00;.00;4;0;0
100006050;CALADRYL CLEAR 100 ML;1;0;0;22500.00;.00;.00;2;0;0
200013177;APOSITO CALLICIDA HANSAPLAST 6 UDS;6;0;1;11900.00;.00;1700.00;2;0;0
200003529;TALCO REXONA EFFICIENT 60 GR;1;0;0;5700.00;.00;.00;4;0;0
200006870;LACA NATURAL STYLING NORMAL SPRAY 175 ML;1;0;0;13700.00;.00;.00;1;0;0
100011750;AFLUX JARABE LISTO 75 LP  ML;1;0;0;36500.00;.00;.00;1;0;0
100005847;FIXAMICIN GOTAS 15 ML (PMP);1;0;0;24000.00;.00;.00;1;0;0
100005938;PANGETAN NF 100 TABLETAS;100;25;4;147500.00;6500.00;2500.00;0;6;0
100005764;BENZIRIN ROSA 10 SBS (M);10;0;1;85500.00;.00;9000.00;1;0;0
100005767;BENZIRIN VERDE SPRAY 120 ML;1;0;0;38700.00;.00;.00;1;0;0
200019819;LECHE KLIM 1+ 500 GR BOLSA;1;0;0;15000.00;.00;.00;4;0;0
100014283;GYNOCANESTEN 200 MG 3 OVULOS BLANDOS;1;0;0;37500.00;.00;.00;1;0;0
100005739;AMLODIPINO 5 MG 10 TABLETAS MK;1;0;0;5400.00;.00;.00;4;0;0
100005832;DICLOFENACO RETARD 100 MG 20 CAPSULAS MK;20;4;5;10700.00;2800.00;3500.00;1;1;0
100005838;ENALAPRIL 5 MG 50 TABLETAS MK;1;0;0;9900.00;.00;.00;1;0;0
100005836;ENALAPRIL 20 MG 20 TABLETAS MK;1;0;0;4300.00;.00;.00;5;0;0
100005871;HIDROXIDO ALUMINIO SIMETICONA 360 ML MK;1;0;0;20500.00;.00;.00;1;0;0
100005976;SILDENAFIL 50 MG 2 TABLETAS MK;1;0;0;6500.00;.00;.00;5;0;0
100005901;LECHE DE MAGNESIA 120 ML MK;1;0;0;5200.00;.00;3500.00;3;0;0
100010062;ADVIL MAX 16 CAPSULAS;1;0;0;21700.00;.00;.00;1;0;0
100006143;MAREOL 72 TABLETAS;72;6;12;33500.00;5500.00;500.00;0;3;4
100002705;METARSAL N 18 CAPSULAS;1;0;0;41500.00;.00;.00;1;0;0
200002985;CURAS CURE BAND SUPER VENDITAS 100 UDS;100;0;1;6500.00;.00;100.00;5;0;55
100006611;VALSARTAN 80 MG 14 CAPSULAS MK;1;0;0;9900.00;.00;.00;2;0;0
100005999;VERAPAMILO 120 MG 30 TABLETAS MK;1;0;0;8600.00;.00;.00;2;0;0
100004185;NEUROBION 30 TABLETAS;1;0;0;40500.00;.00;.00;6;0;0
100001129;CHA.GAMABENCENO PLUS 60 ML;1;0;0;25700.00;.00;.00;6;0;0
200001955;TOA. NOSOTRAS BUENAS NOCHES TELA 10UDS;1;0;0;11000.00;.00;.00;1;0;0
100002309;AGUA OXIGENADA  PAGUE 6 LLEVE 7 JGB 120 ML;7;0;1;24500.00;.00;3500.00;1;0;3
100002316;DIOXOGEN LIQUIDO 120 ML;1;0;0;3700.00;.00;.00;1;0;0
100007765;COLCHIMEDIO 40 TABLETAS;1;0;0;41500.00;.00;.00;2;0;0
200018461;KOLA GRANULADA JGB 135 GR;1;0;0;7500.00;.00;.00;1;0;0
200018459;TARRITO ROJO JGB FRESA 135 GR;1;0;0;7500.00;.00;.00;1;0;0
100001644;ACICLOVIR 800 MG 10 TABLETAS GF;1;0;0;11900.00;.00;.00;1;0;0
100001655;AMLODIPINO 5 MG 10 TABLETAS GF;1;0;0;4700.00;.00;.00;2;0;0
100005928;NORAVER MENTA SPRAY 120 ML;1;0;0;30700.00;.00;.00;2;0;0
100005796;CELECOXIB 200 MG 10 CAPSULAS MK;1;0;0;9900.00;.00;.00;1;0;0
100012411;FENCAFEN 20 TABLETAS;20;2;10;47500.00;23800.00;2500.00;0;0;1
100005926;NORAVER CEREZA SPRAY 120 MLL;1;0;0;30500.00;.00;.00;4;0;0
100005902;LECHE DE MAGNESIA 360 ML MK;1;0;0;15500.00;.00;.00;3;0;0
100005870;HIDROXIDO ALUMINIO SIMETICONA 150 ML MK;1;0;0;11700.00;.00;.00;1;0;0
200005302;CILKA CREMA;1;0;0;20000.00;.00;.00;1;0;0
100001750;KETOPROFENO 100 MG 6 AMPOLLAS GF;6;0;1;19500.00;.00;4700.00;1;0;3
100001751;KETOPROFENO GEL 2.5% 60 GR GF;1;0;0;22500.00;.00;.00;1;0;0
100001824;TRIMETOPRIM SULFA 40-200 SUSP.120 ML GF;1;0;0;9900.00;.00;.00;1;0;0
100001802;SILIMARINA 150 MG 20 CAPSULAS GF;20;2;10;16500.00;8500.00;1000.00;0;1;0
100006043;PYRALVEX FRASCO X 10 ML;1;0;0;19500.00;.00;.00;4;0;0
100015373;BELLAFACE 21TABLETAS;1;0;0;15500.00;.00;.00;6;0;0
100012155;DEXAMETASONA LP  8 MG   2 ML 10 AMPOLLAS GF;10;0;1;39200.00;.00;4500.00;9;0;1
100006223;FLUIMUCIL 200 MG 30 SBS;30;0;1;39500.00;.00;1400.00;0;0;4
100006227;FLUIMUCIL 600 MG 10 SBS;10;0;1;25500.00;.00;2600.00;1;0;8
100008821;FLUIMUCIL 600 MES 30 SBS;30;0;1;69000.00;.00;2600.00;1;0;23
100006233;MONURIL SOBRE ADULTOS 3 GR (M);1;0;0;51500.00;.00;.00;2;0;0
100006234;PANOTIL BETA GOTAS 8 ML;1;0;0;18900.00;.00;.00;1;0;0
100006237;RINOFLUIMUCIL SOLUCION SPRAY 10 ML;1;0;0;23500.00;.00;.00;1;0;0
100011842;CREMA DENTAL FITOKIDS SIN FLUOR 75 GR;1;0;0;16500.00;.00;.00;1;0;0
100013600;FLUTOX JARABE 120 ML;1;0;0;23500.00;.00;.00;1;0;0
100003063;SOREL LOCION FACIAL 120 ML;1;0;0;10800.00;.00;.00;2;0;0
100012580;KIDCAL SUSPENSION 180 ML TUTIFRUTTI;1;0;0;51700.00;.00;.00;1;0;0
100002109;BEDOYECTA 3 AMPOLLAS (M);3;0;1;83700.00;.00;32500.00;3;0;0
100002163;STAMYL 20 TABLETAS;1;0;0;45700.00;.00;.00;2;0;0
100004081;MILPAX SUSPENSION CEREZA 360 ML;1;0;0;53700.00;.00;.00;1;0;0
100014606;MUXOL NINOS JARABE 120 ML;1;0;0;31700.00;.00;.00;1;0;0
100004316;FERBIN 250 MG 50 CAPSULAS(PMP);50;5;10;41000.00;8500.00;700.00;4;0;0
100004323;NEUMOLEX JARABE 120 ML;1;0;0;27500.00;.00;.00;1;0;0
200007208;NOPIKEX 50 GR BARRA;1;0;0;10600.00;.00;7900.00;3;0;0
200001991;CYCLOFEM 1 AMPOLLA;1;0;0;19900.00;.00;.00;3;0;0
100004688;CALZAS ELECTRICAS 8 ML;1;0;0;4400.00;.00;.00;3;0;0
100015063;BACIPREX 500 MG 50 CAPSULAS ICOM;50;5;10;49500.00;7900.00;300.00;7;0;0
100002634;VERAPAMILO 80 MG 50 TABLETAS LS;1;0;0;9900.00;.00;.00;3;0;0
100008310;LOSARTAN 50 MG 30 TABLETAS LS;1;0;0;7500.00;.00;.00;16;0;0
100009987;AFELEX 500 MG 10 CAPSULAS ICOM;1;0;0;23900.00;.00;.00;14;0;0
100009990;ZIDOXTIFEN 500 MG 3 TABLETAS ICOM;1;0;0;43000.00;.00;.00;11;0;0
100009989;ZIDOXTIFEN 200 MG SUSPENSION 15 ML ICOM;1;0;0;30500.00;.00;.00;2;0;0
100002545;LANSOPRAZOL 30 MG 28 CAPSULAS LS;1;0;0;20000.00;.00;.00;3;0;0
200005307;BIGEN TINTE EL POLVO SURT;1;0;0;16800.00;.00;.00;20;0;0
100001337;TRIGENTAX CREMA 20 GR;1;0;0;22900.00;.00;.00;4;0;0
100001338;TRIGENTAX CREMA 40 GR;1;0;0;34500.00;.00;.00;2;0;0
100013746;DESCONGEL GRIPA 100 CAP.BLANDA GELATIN.;100;25;4;95800.00;4000.00;900.00;0;13;0
100000113;PARACODINA JARABE 120 ML;1;0;0;24500.00;.00;.00;1;0;0
100001524;FITOSTIMOLINE CREMA 32 GR (M);1;0;0;71000.00;.00;.00;1;0;0
100015384;FITOSTIMOLINE GEL 15 GR;1;0;0;46000.00;.00;.00;1;0;0
100000011;MUCOSINA GOTAS 30 ML;1;0;0;14500.00;.00;.00;1;0;0
100007897;ALSUCRAL 1 GR 20 TABLETAS;20;2;10;27500.00;13700.00;3000.00;1;1;0
100005173;ROXICAINA SPRAY 83 ML;1;0;0;47500.00;.00;.00;1;0;0
100005171;ROXICAINA JALEA 30 GR;1;0;0;19500.00;.00;.00;3;0;0
100005172;ROXICAINA POMADA 10 GR;1;0;0;20500.00;.00;.00;2;0;0
100005143;ANESTECIN CREMA 5 GR;1;0;0;32000.00;.00;.00;1;0;0
200000718;TINTE IRIS SURTIDO X UND ;1;0;0;2200.00;.00;.00;59;0;0
100002648;CLORHEXOL ENJUAGUE 180 ML;1;0;0;27700.00;.00;.00;1;0;0
100002650;DOLNI-K ENJUAGUE BUCAL 180 ML;1;0;0;27500.00;.00;.00;1;0;0
100002651;DOLNI-K GEL CON FLUORURO 60 GR;1;0;0;27700.00;.00;.00;1;0;0
200007580;CLORHEXOL ENJUAGUE SPRAY 180 ML;1;0;0;29700.00;.00;.00;1;0;0
100012500;K-TRIX ENJUAGUE BUCAL 180 ML;1;0;0;27400.00;.00;.00;1;0;0
100011255;CLORFENIRAMINA JARABE 120 ML LC;1;0;0;4700.00;.00;.00;5;0;0
100003819;GUAYACOLATO DE GLICERILO 120 ML LC;1;0;0;5500.00;.00;.00;1;0;0
100003784;ANTIBIL POLVO;1;0;0;4700.00;.00;.00;2;0;0
100015030;TAMSULOSINA 0.4 MG 30 CAPSULAS W;1;0;0;54700.00;.00;.00;4;0;0
100007904;ASAWIN 100 MG NINOS 100 TABLETAS;100;10;10;34500.00;3500.00;2500.00;0;7;0
100007908;PEPSAMAR 100 TABLETAS;100;10;10;28000.00;3000.00;2000.00;2;7;0
100005283;PLITICAN GOTAS 15 ML;1;0;0;40500.00;.00;.00;1;0;0
100005202;BEN GAY CREMA ARTRITIS RUBEFACIENTE 30GR;1;0;0;22500.00;.00;.00;1;0;0
100005203;BEN GAY CREMA DEPORTISTAS 30 GR;1;0;0;22700.00;.00;.00;2;0;0
100005212;CALMIDOL COMPUESTO 48 GRAGEAS;48;4;12;51800.00;13700.00;1200.00;0;3;2
100015552;CALMIDOL MAX 48 GRAGEAS;48;6;8;58700.00;10700.00;1400.00;1;3;0
100002870;OFTALMOTRISOL GOTAS 15 ML;1;0;0;16700.00;.00;.00;2;0;0
